"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Survey_Time","Survey_Date","Temperature_C","Specific_conductivity","Dissolved_oxygen","pH","Oxidation_Reduction_Potential","Depth_m","Turbidity","Total_dissolved_solids","Dissolved_Oxygen_Saturation","Battery_Voltage","Water_Quality_Notes","Water_Quality_Duplicate"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","13:15",2013-09-04,15.19,47,8.1,7.48,127,0.04,-1.9,0,96,4.4,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","13:19",2013-09-04,14,47,7.87,7.2,130,1.04,-1.9,0,90.9,4.6,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","12:58",2013-09-04,14.14,47,7.89,7.51,151,0.5,1.1,0,91.5,4.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","13:17",2013-09-04,14.23,47,7.95,7.28,129,0.5,-1.6,0,92.3,4.5,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","12:54",2013-09-04,15.69,47,8.12,7.69,158,0.03,1.4,0,97.3,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","13:22",2013-09-04,13.32,47,8.93,7.17,129,1.45,-0.9,0,101.6,4.5,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","13:01",2013-09-04,13.95,48,7.91,7.3,148,0.98,1,0,91.2,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2013-09-04,"No","13:03",2013-09-04,13.55,47,8.22,7.27,146,1.49,2.6,0,93.9,4.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2016-09-13,"No","13:51",2016-09-13,9.27,34,7.22,6.82,159,1,-304013.6,21.91,74.8,11.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2016-09-13,"No","13:47",2016-09-13,9.51,34,8,7.14,152,0.02,-303073.1,21.88,83.3,11.2,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2016-09-13,"No","13:49",2016-09-13,9.35,34,7.41,6.91,156,0.51,-303620.6,21.93,76.9,11.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2016-09-13,"No","13:53",2016-09-13,9.25,34,7.12,6.77,159,1.21,-305237.4,21.87,73.7,11.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2019-09-10,"No","09:54",2019-09-10,13.61,32.3,6.07,6.59,199.9,1.12,-1.08,,69.5,12.1,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2019-09-10,"No","09:54",2019-09-10,13.6,32.5,6.12,6.61,199.9,1.03,-1.2,,70.1,12.12,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2019-09-10,"No","09:52",2019-09-10,13.72,32.7,7.15,6.65,199.9,0,-1.22,,82.1,12.13,,"No"
"CRLA","Crater Lake National Park","CRLAWQL04",2019-09-10,"No","09:53",2019-09-10,13.69,32.7,6.53,6.61,199.9,0.5,-1.21,,74.9,12.1,,"No"
"CRLA","Crater Lake National Park","CRLAWQL10",2013-09-07,"No","15:23",2013-09-07,15.97,7,6.34,5.56,101,0.37,371.4,0,81,4.2,,"No"
"CRLA","Crater Lake National Park","CRLAWQL10",2013-09-07,"No","15:21",2013-09-07,23.1,7,5.84,5.55,95,0,20.5,0,86.3,4.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL10",2016-09-14,"No","15:16",2016-09-14,17.27,5,7.45,5.52,178,0.02,-308940.5,3.43,97.9,11.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL10",2019-09-11,"No","14:38",2019-09-11,16.01,3,7.45,5.1,199.9,0,-0.75,,94.7,11.97,,"No"
"CRLA","Crater Lake National Park","CRLAWQL10",2019-09-11,"No","14:39",2019-09-11,13.94,3.1,7.26,5.33,199.9,0.48,-1,,88.2,12,,"No"
"CRLA","Crater Lake National Park","CRLAWQL11",2013-09-07,"No","12:00",2013-09-07,12.08,17,6,6.5,130,0.02,529,0,69.7,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL11",2013-09-07,"No","12:04",2013-09-07,12.32,17,5.93,6.13,127,0.24,770,0,69.2,4.3,,"No"
"CRLA","Crater Lake National Park","CRLAWQL11",2016-09-14,"No","11:02",2016-09-14,8.41,18,9.02,5.71,146,0,-530595.8,11.25,95.7,11.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL11",2016-09-14,"No","11:04",2016-09-14,7.88,17,8.31,6.1,145,0.1,-473399.7,11.18,87.1,11.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","10:41",2019-09-11,8.35,16.7,6.5,5.5,199.9,0,42.16,,68.7,12.07,,"No"
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","10:42",2019-09-11,8.65,16.5,6.17,5.52,199.9,0.15,20.42,,65.7,12.03,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","11:19",2013-09-09,17.06,19,6.28,5.49,82,0.01,-1.5,0,81.7,4.3,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","11:21",2013-09-09,16.24,2,6.78,5.27,96,0.71,-0.2,0,86.7,4.3,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","11:20",2013-09-09,16.3,3,6.45,5.32,92,0.5,-2.6,0,82.6,4.3,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","09:50",2016-09-16,12.1,3,6.67,5.65,192,0.71,-299031.4,1.76,77.7,11.6,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","09:09",2016-09-16,11.92,3,6.93,5.35,196,0.63,-300835.8,1.76,80.3,11.6,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","09:08",2016-09-16,11.83,3,7.07,5.31,203,0.51,-299327,1.79,81.8,11.7,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","09:06",2016-09-16,12.08,3,7.86,6.04,184,0,-299192.9,1.79,91.5,11.6,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","09:48",2016-09-16,12.4,3,7.15,6.05,185,0,-298611,1.78,83.9,11.5,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","09:49",2016-09-16,12.27,3,7.01,5.82,189,0.49,-298937.9,1.78,81.9,11.5,,"Yes"
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","08:37",2019-09-16,13.02,2.7,7.3,5.29,199.9,0.73,-1.95,,87.7,11.97,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","08:36",2019-09-16,13.14,2.7,8.45,5.38,199.9,0,-1.94,,101.9,11.97,,"No"
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","08:36",2019-09-16,13.12,2.7,7.65,5.27,199.9,0.5,-1.96,,92.1,11.95,,"No"
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","14:19",2013-09-08,10.95,8,5.85,5.6,115,0.28,343,0,67.3,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","14:14",2013-09-08,13.04,8,6.89,5.88,102,0.04,205.5,0,83.1,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","14:31",2016-09-15,11.67,8,9.06,6.01,214,0,-390852.5,5.05,105.7,11.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","14:34",2016-09-15,6.97,8,7.38,5.97,227,0.25,-403474.7,5.35,76.9,11.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL13",2019-09-12,"No","15:01",2019-09-12,8.55,8.7,8.62,6.01,199.9,0.43,184.1,,92.7,11.97,,"No"
"CRLA","Crater Lake National Park","CRLAWQL13",2019-09-12,"No","15:02",2019-09-12,9.56,8.2,8.43,5.93,199.9,0.13,181.8,,92.9,12,,"No"
"CRLA","Crater Lake National Park","CRLAWQL14",2013-09-08,"No","12:14",2013-09-08,14.45,9,5.05,5.69,100,0,-1.4,0,63,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL14",2013-09-08,"No","12:19",2013-09-08,12.07,9,5.55,5.81,112,0.37,4.5,0,65.6,4.4,,"No"
"CRLA","Crater Lake National Park","CRLAWQL14",2016-09-15,"No","10:59",2016-09-15,8.49,6,7.97,5.64,181,0,-317842,3.77,86.5,11.5,,"No"
"CRLA","Crater Lake National Park","CRLAWQL14",2016-09-15,"No","11:02",2016-09-15,7.52,6,7.74,6.03,196,0.25,-483941.7,3.78,82.1,11.6,,"No"
"CRLA","Crater Lake National Park","CRLAWQL14",2019-09-12,"No","11:20",2019-09-12,10.29,6.1,7.64,5.31,199.9,0.01,-0.7,,86,11.93,,"No"
"CRLA","Crater Lake National Park","CRLAWQL14",2019-09-12,"No","11:21",2019-09-12,9.3,6.1,7.12,5.35,199.9,0.32,-0.98,,78.3,12.07,,"No"
"LAVO","Lassen Volcanic National Park","10430",2013-07-17,"No","12:51",2013-07-17,11.96,140,2.82,6.29,-226,1.86,556,89.64,32.2,4.3,,"No"
"LAVO","Lassen Volcanic National Park","10430",2013-07-17,"No","12:48",2013-07-17,13.33,98,5.16,6.9,51,0.99,13,62.45,60.9,4.3,,"No"
"LAVO","Lassen Volcanic National Park","10430",2013-07-17,"No","12:49",2013-07-17,12.59,99,3.64,6.78,10,1.51,22,63.65,42.3,4.4,,"No"
"LAVO","Lassen Volcanic National Park","10430",2013-07-17,"No","12:44",2013-07-17,15.31,96,7.49,7.06,43,0.04,4.1,61.42,92.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10430",2013-07-17,"No","12:46",2013-07-17,13.99,96,6.78,7.04,47,0.49,13,61.57,81.2,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10430",2016-07-20,"No","12:41",2016-07-20,12.26,107,6.47,6.98,143,0.52,967,68.64,74.6,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10430",2016-07-20,"No","12:46",2016-07-20,11.06,115,4.91,6.47,104,1.98,1629,73.81,55,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10430",2016-07-20,"No","12:41",2016-07-20,11.71,106,5.91,6.97,144,1,1123,67.95,67.3,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10430",2016-07-20,"No","12:39",2016-07-20,12.82,108,6.54,6.87,143,0.02,754,69.16,76.4,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10430",2016-07-20,"No","12:43",2016-07-20,11.15,113,5.68,6.88,146,1.51,1289,72.17,63.8,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10430",2019-07-16,"No","15:44",2019-07-16,10.82,160.2,7.36,6.17,200,2.13,6.93,,82.2,11.67,,"No"
"LAVO","Lassen Volcanic National Park","10430",2019-07-16,"No","15:41",2019-07-16,10.93,109.4,7.06,6.64,200,1.51,-3.64,,79,11.68,,"No"
"LAVO","Lassen Volcanic National Park","10430",2019-07-16,"No","15:38",2019-07-16,14.33,107.6,7.08,6.71,200,0.04,-3.74,,85.7,11.65,,"No"
"LAVO","Lassen Volcanic National Park","10430",2019-07-16,"No","15:39",2019-07-16,11.52,104.9,6.56,6.65,200,0.51,-4.69,,74.4,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10430",2019-07-16,"No","15:40",2019-07-16,11.18,110.3,6.73,6.67,200,1,-3.53,,75.8,11.72,,"No"
"LAVO","Lassen Volcanic National Park","10430",2019-07-16,"No","15:44",2019-07-16,10.91,163.9,7.37,6.26,200,2.01,2.74,,82.5,11.62,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","09:57",2013-08-20,19.72,26,7.14,8.99,117,0,0.2,16.88,99.7,4.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:08",2013-08-20,19.73,26,7.56,8.81,123,3.01,0.4,16.82,105.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:27",2013-08-20,19.32,26,7.3,8.67,121,7.02,0.7,16.7,101.1,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:32",2013-08-20,19.17,27,5.84,7.48,133,8.5,1,17.11,80.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:39",2013-08-20,18.97,29,2.89,6.57,74,10.32,8,18.76,39.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:37",2013-08-20,19.08,27,4.64,6.94,141,9.48,1.4,17.48,63.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","09:59",2013-08-20,19.74,26,7.65,8.96,118,0.52,0.2,16.85,106.8,4.6,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:02",2013-08-20,19.74,26,7.71,8.89,121,1.51,0.1,16.85,107.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:22",2013-08-20,19.49,26,7.66,8.87,120,6.01,0.3,16.8,106.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:17",2013-08-20,19.63,26,7.69,8.85,120,5,0.3,16.85,107.2,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:30",2013-08-20,19.25,26,6.9,8.38,123,8.01,0.8,16.65,95.4,4.6,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:20",2013-08-20,19.57,26,7.59,8.82,121,5.5,0.4,16.83,105.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:07",2013-08-20,19.74,26,7.65,8.84,123,2.52,0.2,16.84,106.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:38",2013-08-20,18.99,29,3.34,6.67,147,10.06,2.2,18.48,45.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:15",2013-08-20,19.66,26,7.57,8.82,122,4.51,0.5,16.81,105.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:12",2013-08-20,19.67,26,7.57,8.8,123,4,0.7,16.8,105.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:04",2013-08-20,19.75,26,7.66,8.84,124,2.06,0.4,16.85,107,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:25",2013-08-20,19.4,26,7.53,8.82,120,6.5,0.7,16.75,104.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:10",2013-08-20,19.71,26,7.54,8.78,124,3.53,0.5,16.81,105.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:28",2013-08-20,19.3,26,7.19,8.63,122,7.5,0.7,16.69,99.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:34",2013-08-20,19.11,27,5.08,7.13,138,9.01,1.5,17.4,70,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2013-08-19,"No","10:00",2013-08-20,19.75,26,7.7,8.92,120,1.07,0.3,16.85,107.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:10",2016-08-25,16.43,29,11.4,8.12,159,8.5,-306549.2,18.27,149.4,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:51",2016-08-25,20.49,28,7.46,8.36,152,0.04,-302625.7,17.91,106.4,11.6,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:59",2016-08-25,20.17,28,7.55,7.8,163,4,-306294.8,17.92,107,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:03",2016-08-25,20.05,28,7.57,7.77,161,6.05,-306651.6,17.9,106.9,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:15",2016-08-25,14.81,32,8.51,7.02,66,9.61,-311776.4,20.35,107.8,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:11",2016-08-25,15.88,29,11.47,8.37,158,9.01,-306156.9,18.63,148.6,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:04",2016-08-25,19.93,28,7.66,7.7,161,6.5,-306518.4,17.93,108,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:56",2016-08-25,20.22,28,7.52,7.82,167,2.51,-306042.2,17.9,106.7,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:06",2016-08-25,19.8,28,7.74,7.67,161,7.01,-306383.3,17.87,108.9,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:00",2016-08-25,20.14,28,7.57,7.78,163,4.5,-306514.2,17.91,107.1,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:53",2016-08-25,20.3,28,7.47,8.07,160,0.99,-305199.1,17.89,106.2,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:06",2016-08-25,19.43,28,8.23,7.65,161,7.51,-306630.1,17.82,114.8,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:09",2016-08-25,17.71,28,11.06,7.82,160,8.01,-306927.5,17.9,149,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:01",2016-08-25,20.09,28,7.67,7.83,162,4.99,-306479.4,17.83,108.4,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:02",2016-08-25,20.06,28,7.62,7.79,161,5.5,-306418.5,17.88,107.6,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:55",2016-08-25,20.22,28,7.52,7.87,166,2.01,-306022.8,17.9,106.6,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:57",2016-08-25,20.2,28,7.54,7.82,165,3,-306455.8,17.9,106.9,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:54",2016-08-25,20.26,28,7.52,7.93,165,1.49,-305600.2,17.9,106.7,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:52",2016-08-25,20.45,28,7.41,8.23,155,0.5,-303505.3,17.91,105.6,11.8,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","11:58",2016-08-25,20.17,28,7.58,7.81,164,3.5,-306459.2,17.91,107.3,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2016-08-25,"No","12:14",2016-08-25,14.96,30,10.12,7.48,160,9.51,-306424.1,19.19,128.5,11.7,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:43",2019-08-21,12.05,30.3,10.01,7,199.9,8,-2.68,,120.3,11.88,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:44",2019-08-21,11.6,30.6,9.8,6.88,199.9,8.55,-2.73,,116.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:44",2019-08-21,11.31,30.9,9.66,6.8,199.9,9,-2.72,,114,11.83,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:38",2019-08-21,19.61,28.9,7.24,7.26,199.9,3,-2.59,,102.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:45",2019-08-21,11.19,31,9.14,6.75,199.9,9.54,-2.77,,107.6,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:41",2019-08-21,19.17,28.9,7.27,7.29,199.9,5.53,-2.7,,101.9,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:45",2019-08-21,11.1,31.1,8.45,6.63,200,10.04,-2.66,,99.3,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:46",2019-08-21,10.97,38,8.17,6.44,199.9,10.53,2.68,,95.8,11.87,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:36",2019-08-21,19.81,29,7.23,7.32,199.9,1.48,-2.74,,102.7,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:36",2019-08-21,19.73,29,7.24,7.36,200,2.01,-2.65,,102.7,11.93,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:37",2019-08-21,19.67,29,7.25,7.35,199.9,2.55,-2.73,,102.7,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:40",2019-08-21,19.31,28.9,7.24,7.28,199.9,5,-2.77,,101.8,11.92,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:38",2019-08-21,19.56,28.9,7.24,7.28,199.9,3.51,-2.76,,102.3,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:38",2019-08-21,19.46,28.9,7.24,7.31,199.9,4,-2.69,,102.1,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:47",2019-08-21,11.01,60.5,6.42,6.35,199.9,10.68,-0.12,,75.3,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:35",2019-08-21,20.07,29,7.16,7.37,200,0.49,-2.75,,102.3,11.85,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:39",2019-08-21,19.42,28.9,7.23,7.29,199.9,4.52,-2.69,,102,11.92,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:42",2019-08-21,14.22,30.4,9.21,7.05,199.9,6.98,-2.65,,116.2,11.88,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:43",2019-08-21,12.72,30.4,9.83,7,199.9,7.53,-2.59,,120,11.85,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:34",2019-08-21,20.07,29,7.09,7.49,199.9,0,-2.29,,101.3,11.92,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:41",2019-08-21,17.86,29.8,7.66,7.26,199.9,6.02,-2.77,,104.6,11.85,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:42",2019-08-21,15.51,30.4,8.46,7.09,199.9,6.55,-2.76,,109.8,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10445",2019-08-21,"No","12:35",2019-08-21,19.86,29,7.2,7.43,199.9,1.01,-2.7,,102.5,11.9,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:59",2013-08-14,19.76,9,8.27,6.8,166,11,-0.4,5.6,114.9,4.7,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:48",2013-08-14,20.03,9,8.53,7.04,173,3.53,-0.7,5.61,119.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","14:13",2013-08-14,19.72,9,6.78,6.97,134,13.7,0.9,5.49,94.3,4.7,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","14:07",2013-08-14,19.67,9,8.87,6.85,153,13.51,-0.6,5.51,123.1,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:55",2013-08-14,19.9,9,8.36,6.88,168,8,-0.5,5.59,116.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:52",2013-08-14,19.94,9,8.42,6.97,169,6,-0.7,5.6,117.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:54",2013-08-14,19.92,9,8.36,6.92,168,7.02,-0.5,5.6,116.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:43",2013-08-14,20.68,9,8.32,7.79,152,0.01,-2.8,5.6,117.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:47",2013-08-14,20.06,9,8.24,6.96,174,3,-0.7,5.6,115.2,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:45",2013-08-14,20.19,9,8.51,7.04,171,2,-0.9,5.6,119.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:44",2013-08-14,20.62,9,8.18,7.27,166,0.5,-0.7,5.6,115.7,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:51",2013-08-14,19.97,9,8.49,6.94,171,5.51,-0.7,5.6,118.6,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:49",2013-08-14,20.01,9,8.69,7.07,175,4,-0.7,5.6,121.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:50",2013-08-14,19.98,9,8.33,7.03,171,4.54,-0.7,5.6,116.4,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","14:07",2013-08-14,19.66,9,8.83,6.85,154,13.04,-0.3,5.51,122.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:54",2013-08-14,19.91,9,8.33,6.91,169,7.51,-0.5,5.59,116.2,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:44",2013-08-14,20.46,9,8.44,7.1,170,1,-0.8,5.61,119,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:56",2013-08-14,19.84,9,8.34,6.88,167,9.01,-0.4,5.59,116.1,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:55",2013-08-14,19.88,9,8.36,6.93,167,8.5,-0.7,5.59,116.5,4.7,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","14:00",2013-08-14,19.7,9,8.35,6.77,164,12.06,-0.4,5.56,115.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:58",2013-08-14,19.78,9,8.2,6.83,166,10,-0.4,5.62,114.1,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:47",2013-08-14,20.1,9,8.49,7.1,171,2.51,-0.9,5.6,118.9,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:45",2013-08-14,20.24,9,8.25,7.12,171,1.5,-0.9,5.6,115.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:58",2013-08-14,19.76,9,8.15,6.81,166,10.52,-0.5,5.61,113.3,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:50",2013-08-14,19.97,9,8.41,7.02,172,5,-0.7,5.6,117.4,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","14:06",2013-08-14,19.67,9,8.69,6.83,155,12.44,-0.4,5.53,120.7,4.7,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:57",2013-08-14,19.81,9,8.22,6.86,165,9.51,-0.5,5.6,114.5,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:59",2013-08-14,19.73,9,8.26,6.78,165,11.52,-0.5,5.6,114.8,4.5,,"No"
"LAVO","Lassen Volcanic National Park","10470",2013-08-14,"No","13:53",2013-08-14,19.93,9,8.43,6.94,169,6.51,-0.5,5.6,117.6,4.5,,"No"
